"y","x"
-0.681489456485711,-1.79871328454465
0.933826341081876,1.11131157400087
0.801871093129705,2.50125464703888
-1.08019432871358,-1.2936032563448
-0.718211601999585,-2.37209923239425
0.749328764693389,1.20634475536644
0.317635083144899,0.167759905569255
0.93940897418021,1.84761120518669
0.378986146590801,2.7390007507056
-0.673697697080973,-2.33728188788518
-1.20524186435217,-1.36029030242935
0.114076027465294,-0.0569207891821861
-1.00210477297169,-1.08957588812336
0.446897327766446,0.355036959517747
-1.14132077322064,-1.42444116761908
-1.0446195029777,-1.788748732768
-1.04524252789385,-0.674845517612994
0.666955662738855,2.3272186294198
0.0691267014971993,0.329535323660821
0.83000654683613,2.05307631148025
0.676780406331188,2.34124268777668
0.924627474029602,1.32420582231134
-0.917635793812081,-1.73195835761726
-0.990722742921485,-1.64569625537843
-0.748622841807583,-2.16009781742468
-0.151295045316924,-0.120516875758767
-0.172067491055945,-0.37552884221077
0.363174812077968,2.79578483663499
-0.799875118133253,-2.14851653343067
0.287608551244042,2.72987333033234
-0.225888803276011,-0.331616663374007
-0.82592563720859,-2.64382515801117
-0.780421112787648,-1.34910489153117
-0.327423336033058,-2.8131104442291
-0.091366934613067,-2.91310593718663
-0.21897172297046,-0.0769858262501657
1.01784426397024,0.570909738074988
0.459277726182696,0.58711822098121
-0.591228056435931,-0.613916910253465
-0.684603352242123,-0.619017618242651
1.13264917453204,1.89645641623065
-1.21232003799779,-1.58880747389048
1.03615411252003,1.96122147655115
0.379653909148229,0.200855589006096
0.735882666971623,2.57365628192201
0.371064963628392,0.298768353648484
0.930633824277855,1.56085516093299
-0.632983476214713,-2.58894142555073
0.945330390181617,1.76165603427216
0.703277406197469,0.79682056652382
-1.03757023925951,-0.692538381088525
0.61430217067956,0.397636050358415
0.707738846045018,2.53194340411574
0.324127300553248,2.8552656811662
0.505471208517902,2.59820303600281
-0.475361818956764,-0.713024037424475
-1.0403511682814,-1.46661557536572
-1.38644491789166,-1.45509779686108
-1.12013550797363,-1.81868171319366
-0.563160144215927,-2.18159457016736
0.486507500195692,0.743799014948308
-0.601670705566345,-1.95752830104902
1.32934352837934,2.19860747130588
0.232063249230314,2.93601411720738
-0.0501794309814043,2.91981457080692
0.86979743197473,2.35207849927247
0.414862987041614,2.32930566323921
-0.791864454517666,-2.05593891162425
0.540685400311147,2.58275682572275
0.88420390824134,1.96158148068935
1.15316955795028,1.97606050595641
1.14160045273124,1.30404177261516
-1.14541784528515,-2.06184227764606
0.575259715034286,2.01276844320819
-0.062525552770347,-2.86365229915828
0.644597162519197,2.51476254081354
-0.446936400711002,-2.76588630443439
1.18091800106468,1.20071752136573
-0.606958641194223,-0.340200955979526
-1.18697961563995,-1.11678929021582
0.753494286581463,2.63661889359355
0.536014094972066,1.94247289421037
-1.23505174393939,-1.73307536775246
-0.658400477078616,-2.45022335462272
-0.0308121240925959,-0.178350739181042
-0.336577082981757,-2.69963149353862
0.368007122237928,2.82598810968921
0.777063513586558,1.69893321348354
-0.740672716264904,-1.05605728598312
0.679970516310264,0.66891867807135
0.79827281335695,1.27810845477507
-0.838600171721166,-0.984019291587174
-0.518105405833512,-1.87477702600881
-0.388399783781013,-0.61858565825969
-0.93530303305972,-1.0639779958874
0.863988625815422,1.89573817374185
-0.979753563584747,-1.59340771799907
0.637459440997128,0.752439061179757
-0.447823361597389,-0.165535349864513
-0.341199867172056,-0.265798794105649
